sg_uf;cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;qt_votos_nom_validos;qt_votos_concorrentes
MA;7;Deputado Estadual;36523;ELIZABETE DE MORAIS AFONSO;ELIZABETE AFONSO;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689546;Válido;2040602022;84;3701453
MA;7;Deputado Estadual;40147;SHEYLON CHRISTIAN RAMOS E RAMOS;SHEYLON RAMOS;PSB;PSB;1;Suplente;2022-10-03 03:11:03;MA;100001607089;Válido;2040602022;81;3701453
MA;7;Deputado Estadual;51799;ELENILDES DA CONCEIÇÃO RIBEIRO BRAGA;ELENILDES BRAGA;PATRIOTA;PATRIOTA;1;Suplente;2022-10-03 03:11:03;MA;100001608110;Válido;2040602022;78;3701453
MA;7;Deputado Estadual;28146;KARLYANE FERREIRA CÃMARA;KARLYANE CÃMARA;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675682;Válido;2040602022;77;3701453
MA;7;Deputado Estadual;43456;JOÃO HÉLIO CARVALHO LIMA;JOÃO HÉLIO;PV;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613732;Válido;2040602022;77;3701453
MA;7;Deputado Estadual;50453;SAMUEL DE ALMEIDA EVANGELISTA;SAMUEL EVANGELISTA;PSOL;REDE / PSOL;1;Não Eleito;2022-10-03 03:11:03;MA;100001725391;Válido;2040602022;75;3701453
MA;7;Deputado Estadual;20300;SOLANGE BEZERRA DE OLIVEIRA;SOLANGE BEZERRA;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620094;Válido;2040602022;74;3701453
MA;7;Deputado Estadual;27999;MILENA DE OLIVEIRA SANTOS CALAFELL ARAUJO;MILENA CALAFELL;DC;DC;1;Não Eleito;2022-10-03 03:11:03;MA;100001723199;Válido;2040602022;74;3701453
MA;7;Deputado Estadual;35500;EVALDO DA SILVA LEAL;BAIANO;PMB;PMB;1;Não Eleito;2022-10-03 03:11:03;MA;100001728469;Válido;2040602022;71;3701453
MA;7;Deputado Estadual;36007;SERVULO NAZARENO SANTOS;JOHN SERVULO;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689575;Válido;2040602022;67;3701453
MA;7;Deputado Estadual;27369;AVILSON JOSÉ CORREA DA SILVA;CAPELÃO CORREA;DC;DC;1;Não Eleito;2022-10-03 03:11:03;MA;100001723191;Válido;2040602022;66;3701453
MA;7;Deputado Estadual;35609;MARIA BERNARDETE DOS SANTOS DOS SANTOS;PROFª BERNARDETE;PMB;PMB;1;Não Eleito;2022-10-03 03:11:03;MA;100001725944;Válido;2040602022;66;3701453
MA;7;Deputado Estadual;14200;JOAO BOTELHO NETO;NETO BOTELHO;PTB;PTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001648825;Válido;2040602022;65;3701453
MA;7;Deputado Estadual;90125;RAQUEL ALVES DA SILVA;RAQUEL DO  VALE ;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001599562;Válido;2040602022;63;3701453
MA;7;Deputado Estadual;50150;ALECIANE DO NASCIMENTO LOPES;CANTORA ALECIANE;PSOL;REDE / PSOL;1;Não Eleito;2022-10-03 03:11:03;MA;100001713950;Válido;2040602022;62;3701453
MA;7;Deputado Estadual;50225;JOSE DE RIBAMAR MENDES AROUCHE;AROUCHE;PSOL;REDE / PSOL;1;Não Eleito;2022-10-03 03:11:03;MA;100001725383;Válido;2040602022;61;3701453
MA;7;Deputado Estadual;35033;MARIA DE JESUS RODRIGUES DE AGUIAR;DE JESUS AGUIAR;PMB;PMB;1;Não Eleito;2022-10-03 03:11:03;MA;100001689721;Válido;2040602022;59;3701453
MA;7;Deputado Estadual;18222;MARCOS ANTONIO FELIX FREITAS;PROFESSOR MARCOS FREITAS;REDE;REDE / PSOL;1;Não Eleito;2022-10-03 03:11:03;MA;100001713945;Válido;2040602022;58;3701453
MA;7;Deputado Estadual;19010;LEIR CALDAS DA SILVA PEREIRA;LEIR CALDAS;PODE;PODE;1;Suplente;2022-10-03 03:11:03;MA;100001669454;Válido;2040602022;55;3701453
MA;7;Deputado Estadual;50777;ALEXSANDRA MELO ESTRELA;ALEXSANDRA;PSOL;REDE / PSOL;1;Não Eleito;2022-10-03 03:11:03;MA;100001713949;Válido;2040602022;54;3701453
MA;7;Deputado Estadual;50033;MYKAL RODRIGUES BEZERRA;MYKAL;PSOL;REDE / PSOL;1;Não Eleito;2022-10-03 03:11:03;MA;100001713947;Válido;2040602022;54;3701453
MA;7;Deputado Estadual;19225;RAIMUNDO NONATO CUNHA NETO;NONATO CUNHA;PODE;PODE;1;Suplente;2022-10-03 03:11:03;MA;100001614810;Válido;2040602022;53;3701453
MA;7;Deputado Estadual;90234;JOSE EDIMAR MATOS;EDIMAR DA FARMÁCIA;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001599547;Válido;2040602022;52;3701453
MA;7;Deputado Estadual;27723;DINA DIAS DA SILVA;DINA SILVA;DC;DC;1;Não Eleito;2022-10-03 03:11:03;MA;100001723194;Válido;2040602022;51;3701453
MA;7;Deputado Estadual;36936;FRANCISCO CARLOS TRINDADE VERAS;VERAS;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689548;Válido;2040602022;50;3701453
MA;7;Deputado Estadual;27149;GENILSON DA SILVA CUNHA;GENILSON CUNHA;DC;DC;1;Não Eleito;2022-10-03 03:11:03;MA;100001723196;Válido;2040602022;49;3701453
MA;7;Deputado Estadual;27032;JOSE RIBAMAR ARAUJO;RIBA DA PALMEIRA;DC;DC;1;Não Eleito;2022-10-03 03:11:03;MA;100001723197;Válido;2040602022;45;3701453
MA;7;Deputado Estadual;20234;JUACY CANTANHEDE DE OLIVEIRA;IRMAO JUACY;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620086;Válido;2040602022;45;3701453
MA;7;Deputado Estadual;51130;SHIRLEY JANE COSTA BRITO;SHIRLEY JANE;PATRIOTA;PATRIOTA;1;Suplente;2022-10-03 03:11:03;MA;100001608124;Válido;2040602022;41;3701453
MA;7;Deputado Estadual;90456;SILMARA DO NASCIMENTO ALVES;SILMARA ALVES ;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001599566;Válido;2040602022;41;3701453
MA;7;Deputado Estadual;55330;RAIMUNDA VÂNIA ALMEIDA LIMA;VÂNIA LIMA;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001732839;Válido;2040602022;40;3701453
MA;7;Deputado Estadual;35120;MARILENE RIBEIRO FERREIRA;MARILENE RIBEIRO FERREIRA;PMB;PMB;1;Não Eleito;2022-10-03 03:11:03;MA;100001689730;Válido;2040602022;40;3701453
MA;7;Deputado Estadual;36066;CONCEICAO DE MARIA BEZERRA ALMEIDA;CONCITA;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689540;Válido;2040602022;37;3701453
MA;7;Deputado Estadual;23008;MARIA RUTHE MENDES DO CARMO REGO;MARIA RUTHE;CIDADANIA;CIDADANIA / PSDB;1;Não Eleito;2022-10-03 03:11:03;MA;100001732266;Válido;2040602022;37;3701453
MA;7;Deputado Estadual;90077;MAURO DA SILVA CRUZ;PR, MAURÃO;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001599563;Válido;2040602022;36;3701453
MA;7;Deputado Estadual;14145;JUCILEIDE GASPAR CASTRO GOVEIA;JUCILEIDE GASPAR;PTB;PTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001648819;Válido;2040602022;34;3701453
MA;7;Deputado Estadual;28790;HAMURABI SIMPLICIO CUTRIM DA SILVA;HAMURABI;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675693;Válido;2040602022;34;3701453
MA;7;Deputado Estadual;20017;MARIA DE FATIMA ROCHA DOS SANTOS;FATIMA ROCHA;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620090;Válido;2040602022;33;3701453
MA;7;Deputado Estadual;50100;SHARLLAM MACIEL VIANA;SHARLLAM;PSOL;REDE / PSOL;1;Não Eleito;2022-10-03 03:11:03;MA;100001713940;Válido;2040602022;33;3701453
MA;7;Deputado Estadual;28111;JOÃO BATISTA DE SOUSA SILVA;JOHNNY BATISTA;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675678;Válido;2040602022;33;3701453
MA;7;Deputado Estadual;43777;NUBIA SILVA DE CARVALHO;NUBIA DO HERMES;PV;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613736;Válido;2040602022;30;3701453
MA;7;Deputado Estadual;55022;VALDIRENE CHAGAS;VALDIRENE CHAGAS;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607109;Válido;2040602022;29;3701453
MA;7;Deputado Estadual;29029;THIAGO MARTINS DE MELO;THIAGO MARTINS ;PCO;PCO;1;Não Eleito;2022-10-03 03:11:03;MA;100001666493;Válido;2040602022;29;3701453
MA;7;Deputado Estadual;55234;JOILAN DE SOUSA BANDEIRA;JOILAN BANDEIRA;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607110;Válido;2040602022;29;3701453
MA;7;Deputado Estadual;20580;MARIA DA GRAÇA COSTA DOS SANTOS;GRAÇA SANTOS;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620089;Válido;2040602022;29;3701453
MA;7;Deputado Estadual;20018;DARCILENE DA SILVA SOUZA;LENE DO SALÃO;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620101;Válido;2040602022;28;3701453
MA;7;Deputado Estadual;28432;FRANCISCA AMÁLIA MACHADO FERRAZ;AMÁLIA FERRAZ;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001729508;Válido;2040602022;27;3701453
MA;7;Deputado Estadual;19445;JORGE HENRIQUE ROCHA MELO;JORGE TIKIRA;PODE;PODE;1;Suplente;2022-10-03 03:11:03;MA;100001614813;Válido;2040602022;26;3701453
MA;7;Deputado Estadual;23500;SUELLEN ALMEIDA DOS REIS;SUELLEN ALMEIDA;CIDADANIA;CIDADANIA / PSDB;1;Não Eleito;2022-10-03 03:11:03;MA;100001732267;Válido;2040602022;25;3701453
MA;7;Deputado Estadual;28215;MAYDRA LUPHIA BORGES PINTO MORAES;MAYDRA LUPHIA;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675686;Válido;2040602022;22;3701453
MA;7;Deputado Estadual;23002;CLEOR SANTOS OLIVEIRA;CLEOR SANTOS;CIDADANIA;CIDADANIA / PSDB;1;Não Eleito;2022-10-03 03:11:03;MA;100001732263;Válido;2040602022;21;3701453
MA;7;Deputado Estadual;27007;JAREDE ALENCAR ALVES;ALENCAR;DC;DC;1;Não Eleito;2022-10-03 03:11:03;MA;100001723203;Válido;2040602022;19;3701453
MA;7;Deputado Estadual;35444;JOEL CARVALHO BRITO;JOEL BRITO;PMB;PMB;1;Não Eleito;2022-10-03 03:11:03;MA;100001689732;Válido;2040602022;18;3701453
MA;7;Deputado Estadual;35456;HERLANE JOSÉ SANTOS RIBEIRO;HERLANE RIBEIRO;PMB;PMB;1;Não Eleito;2022-10-03 03:11:03;MA;100001725945;Válido;2040602022;14;3701453
MA;7;Deputado Estadual;14221;ZILMARA DE JESUS LIMA;ZILMARA;PTB;PTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001648818;Válido;2040602022;10;3701453
MA;7;Deputado Estadual;20468;VITORIA GABRIELA DIAS ALMEIDA;VITORIA ALMEIDA;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620098;Válido;2040602022;10;3701453
MA;7;Deputado Estadual;90115;PRISCILA SUANY OLIVEIRA SILVA;PRISCILA SUANY ;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001599565;Válido;2040602022;7;3701453
MA;7;Deputado Estadual;27789;MARIA ALVES DE SOUSA;MARI;DC;DC;1;Não Eleito;2022-10-03 03:11:03;MA;100001723189;Válido;2040602022;6;3701453
MA;7;Deputado Estadual;36741;JHENYFER PAULA DO NASCIMENTO;JHENYFER SANTANA;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689552;Válido;2040602022;6;3701453
MA;7;Deputado Estadual;27666;CARLOS ALEX DA LUZ MELO;ALEX DO VASSOURAL;DC;DC;1;Não Eleito;2022-10-03 03:11:03;MA;100001723187;Válido;2040602022;5;3701453
MA;7;Deputado Estadual;27888;TASSIA MARINHO MENDONÇA;IRMÃ TASSIA;DC;DC;1;Não Eleito;2022-10-03 03:11:03;MA;100001723200;Válido;2040602022;5;3701453
MA;7;Deputado Estadual;20159;CLAUDIA GUILHERMINA BRITO LIRA;CLAUDIA LIRA;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620073;Válido;2040602022;4;3701453
MA;7;Deputado Estadual;27221;WALTINEIA GOMES DOS SANTOS;WAL GOMES;DC;DC;1;Não Eleito;2022-10-03 03:11:03;MA;100001723210;Válido;2040602022;3;3701453
MA;7;Deputado Estadual;90369;VINOLIA DOS SANTOS SOARES;VINOLIA SOARES ;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001599544;Válido;2040602022;2;3701453
MA;7;Deputado Estadual;28369;JOSÉ RAIMUNDO GUIMARÃES GARCÊS JUNIOR;GUIMARÃES JÚNIOR;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675668;Válido;2040602022;2;3701453
MA;7;Deputado Estadual;28321;VALBERDAN SANTOS DE ASSUNÇÃO;ASSUNÇÃO COLETIVO BRIG FALCÃO;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675685;Válido;2040602022;2;3701453
MA;7;Deputado Estadual;19532;GEYSE REIS BORGES;GEYSE REIS;PODE;PODE;1;Suplente;2022-10-03 03:11:03;MA;100001723432;Válido;2040602022;2;3701453
MA;7;Deputado Estadual;10147;THITO FABIO DE SOUZA MEDEIROS;THITO FABIO;REPUBLICANOS;REPUBLICANOS;1;Não Eleito;2022-10-03 03:11:03;MA;100001602655;Anulado sub judice;2040602022;0;3701453
MA;7;Deputado Estadual;36423;DEUZILENE SOARES BARROS;DEUZILENE BARROS;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689542;Anulado sub judice;2040602022;0;3701453
MA;7;Deputado Estadual;11225;FRANCISCO DE SOUSA GOMES;PROF FRANCISCO GOMES;PP;PP;1;Não Eleito;2022-10-03 03:11:03;MA;100001608089;Anulado sub judice;2040602022;0;3701453
MA;7;Deputado Estadual;22444;FABIANO DOS SANTOS BRANDÃO;SUB TENENTE FABIANO;PL;PL;1;Não Eleito;2022-10-03 03:11:03;MA;100001603159;Anulado sub judice;2040602022;0;3701453
MA;7;Deputado Estadual;19337;KELLY CRISTINA DE JESUS DE BRITO;KELLY  BRITO;PODE;PODE;1;Não Eleito;2022-10-03 03:11:03;MA;100001614814;Anulado sub judice;2040602022;0;3701453
MA;7;Deputado Estadual;19556;MARCELO THADEU PENHA CARDOSO;MARCELO PENHA;PODE;PODE;1;Não Eleito;2022-10-03 03:11:03;MA;100001614808;Anulado sub judice;2040602022;0;3701453
MA;7;Deputado Estadual;19333;CARLOS ALBERTO LOPES PEREIRA;CARRINHO MUNIZ;PODE;PODE;1;Não Eleito;2022-10-03 03:11:03;MA;100001614817;Anulado sub judice;2040602022;0;3701453
MA;7;Deputado Estadual;15999;IRANILDE SILVA DE CARVALHO;NILDE DA JOANA;MDB;MDB;1;Não Eleito;2022-10-03 03:11:03;MA;100001606604;Anulado sub judice;2040602022;0;3701453
MA;7;Deputado Estadual;27055;GONZALEZ FELIPE PEREIRA FILHO;GONZALES FILHO;DC;DC;1;Não Eleito;2022-10-03 03:11:03;MA;100001723198;Válido;2040602022;0;3701453
MA;7;Deputado Estadual;90133;JOSÉ GENESIO MENDES SOARES;ZÉ GENESIO;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001636777;Anulado sub judice;2040602022;0;3701453
MA;7;Deputado Estadual;40133;JOSÉ RIBAMAR SOUSA SOEIRO;RIBA SOUSA;PSB;PSB;1;Não Eleito;2022-10-03 03:11:03;MA;100001607071;Anulado sub judice;2040602022;0;3701453
MA;7;Deputado Estadual;16777;WALTER THEOPHILO MAIA NETO;PROFESSOR WALTER MAIA;PSTU;PSTU;1;Não Eleito;2022-10-03 03:11:03;MA;100001600024;Anulado sub judice;2040602022;0;3701453
MA;7;Deputado Estadual;50133;PAULO DE TASSO ALVES MARTINS;PAULO DO COLETIVO LULAMARIELLE;PSOL;REDE / PSOL;1;Não Eleito;2022-10-03 03:11:03;MA;100001725389;Anulado sub judice;2040602022;0;3701453
MA;7;Deputado Estadual;19369;MARTA SURAMA VIEIRA COSTA;MARTA SURAMA;PODE;PODE;1;Não Eleito;2022-10-03 03:11:03;MA;100001614809;Anulado sub judice;2040602022;0;3701453
MA;7;Deputado Estadual;16789;DOMINGOS LOPES DA SILVA FILHO;DOMINGOS FILHO;PSTU;PSTU;1;Não Eleito;2022-10-03 03:11:03;MA;100001600020;Anulado sub judice;2040602022;0;3701453
